Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,EMI,BalanceIncome
LP001658,Male,No,0,Graduate,No,3858.0,0.0,76.0,360.0,1.0,Semiurban,Y,3858.0,0.2111111111111111,3646.8888888888887
LP001664,Male,No,0,Graduate,No,4191.0,0.0,120.0,360.0,1.0,Rural,Y,4191.0,0.3333333333333333,3857.6666666666665
LP001665,Male,Yes,1,Graduate,No,3125.0,2583.0,170.0,360.0,1.0,Semiurban,N,5708.0,0.4722222222222222,5235.777777777777
LP001666,Male,No,0,Graduate,No,8333.0,3750.0,187.0,360.0,1.0,Rural,Y,12083.0,0.5194444444444445,11563.555555555555
LP001669,Female,No,0,Not Graduate,No,1907.0,2365.0,120.0,360.0,1.0,Urban,Y,4272.0,0.3333333333333333,3938.6666666666665
LP001671,Female,Yes,0,Graduate,No,3416.0,2816.0,113.0,360.0,1.0,Semiurban,Y,6232.0,0.3138888888888889,5918.111111111111
LP001673,Male,No,0,Graduate,Yes,11000.0,0.0,83.0,360.0,1.0,Urban,N,11000.0,0.23055555555555557,10769.444444444445
LP001674,Male,Yes,1,Not Graduate,No,2600.0,2500.0,90.0,360.0,1.0,Semiurban,Y,5100.0,0.25,4850.0
LP001677,Male,No,2,Graduate,No,4923.0,0.0,166.0,360.0,0.0,Semiurban,Y,4923.0,0.46111111111111114,4461.888888888889
LP001682,Male,Yes,3+,Not Graduate,No,3992.0,0.0,128.0,180.0,1.0,Urban,N,3992.0,0.7111111111111111,3280.8888888888887
LP001688,Male,Yes,1,Not Graduate,No,3500.0,1083.0,135.0,360.0,1.0,Urban,Y,4583.0,0.375,4208.0
LP001691,Male,Yes,2,Not Graduate,No,3917.0,0.0,124.0,360.0,1.0,Semiurban,Y,3917.0,0.34444444444444444,3572.5555555555557
LP001692,Female,No,0,Not Graduate,No,4408.0,0.0,120.0,360.0,1.0,Semiurban,Y,4408.0,0.3333333333333333,4074.6666666666665
LP001693,Female,No,0,Graduate,No,3244.0,0.0,80.0,360.0,1.0,Urban,Y,3244.0,0.2222222222222222,3021.777777777778
LP001698,Male,No,0,Not Graduate,No,3975.0,2531.0,55.0,360.0,1.0,Rural,Y,6506.0,0.1527777777777778,6353.222222222223
LP001699,Male,No,0,Graduate,No,2479.0,0.0,59.0,360.0,1.0,Urban,Y,2479.0,0.1638888888888889,2315.1111111111113
LP001702,Male,No,0,Graduate,No,3418.0,0.0,127.0,360.0,1.0,Semiurban,N,3418.0,0.3527777777777778,3065.222222222222
LP001708,Female,No,0,Graduate,No,10000.0,0.0,214.0,360.0,1.0,Semiurban,N,10000.0,0.5944444444444444,9405.555555555555
LP001711,Male,Yes,3+,Graduate,No,3430.0,1250.0,128.0,360.0,0.0,Semiurban,N,4680.0,0.35555555555555557,4324.444444444444
LP001713,Male,Yes,1,Graduate,Yes,7787.0,0.0,240.0,360.0,1.0,Urban,Y,7787.0,0.6666666666666666,7120.333333333333
LP001715,Male,Yes,3+,Not Graduate,Yes,5703.0,0.0,130.0,360.0,1.0,Rural,Y,5703.0,0.3611111111111111,5341.888888888889
LP001716,Male,Yes,0,Graduate,No,3173.0,3021.0,137.0,360.0,1.0,Urban,Y,6194.0,0.38055555555555554,5813.444444444444
LP001720,Male,Yes,3+,Not Graduate,No,3850.0,983.0,100.0,360.0,1.0,Semiurban,Y,4833.0,0.2777777777777778,4555.222222222223
LP001722,Male,Yes,0,Graduate,No,150.0,1800.0,135.0,360.0,1.0,Rural,N,1950.0,0.375,1575.0
LP001726,Male,Yes,0,Graduate,No,3727.0,1775.0,131.0,360.0,1.0,Semiurban,Y,5502.0,0.3638888888888889,5138.111111111111
LP001732,Male,Yes,2,Graduate,No,5000.0,0.0,72.0,360.0,0.0,Semiurban,N,5000.0,0.2,4800.0
LP001734,Female,Yes,2,Graduate,No,4283.0,2383.0,127.0,360.0,1.0,Semiurban,Y,6666.0,0.3527777777777778,6313.222222222223
LP001736,Male,Yes,0,Graduate,No,2221.0,0.0,60.0,360.0,0.0,Urban,N,2221.0,0.16666666666666666,2054.3333333333335
LP001743,Male,Yes,2,Graduate,No,4009.0,1717.0,116.0,360.0,1.0,Semiurban,Y,5726.0,0.32222222222222224,5403.777777777777
LP001744,Male,No,0,Graduate,No,2971.0,2791.0,144.0,360.0,1.0,Semiurban,Y,5762.0,0.4,5362.0
LP001749,Male,Yes,0,Graduate,No,7578.0,1010.0,175.0,360.0,1.0,Semiurban,Y,8588.0,0.4861111111111111,8101.888888888889
LP001750,Male,Yes,0,Graduate,No,6250.0,0.0,128.0,360.0,1.0,Semiurban,Y,6250.0,0.35555555555555557,5894.444444444444
LP001751,Male,Yes,0,Graduate,No,3250.0,0.0,170.0,360.0,1.0,Rural,N,3250.0,0.4722222222222222,2777.777777777778
LP001754,Male,Yes,0,Not Graduate,Yes,4735.0,0.0,138.0,360.0,1.0,Urban,N,4735.0,0.38333333333333336,4351.666666666667
LP001758,Male,Yes,2,Graduate,No,6250.0,1695.0,210.0,360.0,1.0,Semiurban,Y,7945.0,0.5833333333333334,7361.666666666667
LP001760,Male,Yes,0,Graduate,No,4758.0,0.0,158.0,480.0,1.0,Semiurban,Y,4758.0,0.32916666666666666,4428.833333333333
LP001761,Male,No,0,Graduate,Yes,6400.0,0.0,200.0,360.0,1.0,Rural,Y,6400.0,0.5555555555555556,5844.444444444444
LP001765,Male,Yes,1,Graduate,No,2491.0,2054.0,104.0,360.0,1.0,Semiurban,Y,4545.0,0.28888888888888886,4256.111111111111
LP001768,Male,Yes,0,Graduate,No,3716.0,0.0,42.0,180.0,1.0,Rural,Y,3716.0,0.23333333333333334,3482.6666666666665
LP001770,Male,No,0,Not Graduate,No,3189.0,2598.0,120.0,360.0,1.0,Rural,Y,5787.0,0.3333333333333333,5453.666666666667
LP001776,Female,No,0,Graduate,No,8333.0,0.0,280.0,360.0,1.0,Semiurban,Y,8333.0,0.7777777777777778,7555.222222222223
LP001778,Male,Yes,1,Graduate,No,3155.0,1779.0,140.0,360.0,1.0,Semiurban,Y,4934.0,0.3888888888888889,4545.111111111111
LP001784,Male,Yes,1,Graduate,No,5500.0,1260.0,170.0,360.0,1.0,Rural,Y,6760.0,0.4722222222222222,6287.777777777777
LP001786,Male,Yes,0,Graduate,No,5746.0,0.0,255.0,360.0,1.0,Urban,N,5746.0,0.7083333333333334,5037.666666666667
LP001788,Female,No,0,Graduate,Yes,3463.0,0.0,122.0,360.0,1.0,Urban,Y,3463.0,0.3388888888888889,3124.1111111111113
LP001790,Female,No,1,Graduate,No,3812.0,0.0,112.0,360.0,1.0,Rural,Y,3812.0,0.3111111111111111,3500.8888888888887
LP001792,Male,Yes,1,Graduate,No,3315.0,0.0,96.0,360.0,1.0,Semiurban,Y,3315.0,0.26666666666666666,3048.3333333333335
LP001798,Male,Yes,2,Graduate,No,5819.0,5000.0,120.0,360.0,1.0,Rural,Y,10819.0,0.3333333333333333,10485.666666666666
LP001800,Male,Yes,1,Not Graduate,No,2510.0,1983.0,140.0,180.0,1.0,Urban,N,4493.0,0.7777777777777778,3715.222222222222
LP001806,Male,No,0,Graduate,No,2965.0,5701.0,155.0,60.0,1.0,Urban,Y,8666.0,2.5833333333333335,6082.666666666666
LP001807,Male,Yes,2,Graduate,Yes,6250.0,1300.0,108.0,360.0,1.0,Rural,Y,7550.0,0.3,7250.0
LP001811,Male,Yes,0,Not Graduate,No,3406.0,4417.0,123.0,360.0,1.0,Semiurban,Y,7823.0,0.3416666666666667,7481.333333333333
LP001813,Male,No,0,Graduate,Yes,6050.0,4333.0,120.0,180.0,1.0,Urban,N,10383.0,0.6666666666666666,9716.333333333334
LP001814,Male,Yes,2,Graduate,No,9703.0,0.0,112.0,360.0,1.0,Urban,Y,9703.0,0.3111111111111111,9391.888888888889
LP001819,Male,Yes,1,Not Graduate,No,6608.0,0.0,137.0,180.0,1.0,Urban,Y,6608.0,0.7611111111111111,5846.888888888889
LP001824,Male,Yes,1,Graduate,No,2882.0,1843.0,123.0,480.0,1.0,Semiurban,Y,4725.0,0.25625,4468.75
LP001825,Male,Yes,0,Graduate,No,1809.0,1868.0,90.0,360.0,1.0,Urban,Y,3677.0,0.25,3427.0
LP001835,Male,Yes,0,Not Graduate,No,1668.0,3890.0,201.0,360.0,0.0,Semiurban,N,5558.0,0.5583333333333333,4999.666666666667
LP001836,Female,No,2,Graduate,No,3427.0,0.0,138.0,360.0,1.0,Urban,N,3427.0,0.38333333333333336,3043.6666666666665
LP001841,Male,No,0,Not Graduate,Yes,2583.0,2167.0,104.0,360.0,1.0,Rural,Y,4750.0,0.28888888888888886,4461.111111111111
LP001843,Male,Yes,1,Not Graduate,No,2661.0,7101.0,279.0,180.0,1.0,Semiurban,Y,9762.0,1.55,8212.0
LP001844,Male,No,0,Graduate,Yes,16250.0,0.0,192.0,360.0,0.0,Urban,N,16250.0,0.5333333333333333,15716.666666666666
LP001846,Female,No,3+,Graduate,No,3083.0,0.0,255.0,360.0,1.0,Rural,Y,3083.0,0.7083333333333334,2374.6666666666665
LP001849,Male,No,0,Not Graduate,No,6045.0,0.0,115.0,360.0,0.0,Rural,N,6045.0,0.3194444444444444,5725.555555555556
LP001854,Male,Yes,3+,Graduate,No,5250.0,0.0,94.0,360.0,1.0,Urban,N,5250.0,0.2611111111111111,4988.888888888889
LP001859,Male,Yes,0,Graduate,No,14683.0,2100.0,304.0,360.0,1.0,Rural,N,16783.0,0.8444444444444444,15938.555555555555
LP001864,Male,Yes,3+,Not Graduate,No,4931.0,0.0,128.0,360.0,1.0,Semiurban,N,4931.0,0.35555555555555557,4575.444444444444
LP001865,Male,Yes,1,Graduate,No,6083.0,4250.0,330.0,360.0,1.0,Urban,Y,10333.0,0.9166666666666666,9416.333333333334
LP001868,Male,No,0,Graduate,No,2060.0,2209.0,134.0,360.0,1.0,Semiurban,Y,4269.0,0.37222222222222223,3896.777777777778
LP001870,Female,No,1,Graduate,No,3481.0,0.0,155.0,36.0,1.0,Semiurban,N,3481.0,4.305555555555555,-824.5555555555557
LP001871,Female,No,0,Graduate,No,7200.0,0.0,120.0,360.0,1.0,Rural,Y,7200.0,0.3333333333333333,6866.666666666667
LP001872,Male,No,0,Graduate,Yes,5166.0,0.0,128.0,360.0,1.0,Semiurban,Y,5166.0,0.35555555555555557,4810.444444444444
LP001875,Male,No,0,Graduate,No,4095.0,3447.0,151.0,360.0,1.0,Rural,Y,7542.0,0.41944444444444445,7122.555555555556
LP001877,Male,Yes,2,Graduate,No,4708.0,1387.0,150.0,360.0,1.0,Semiurban,Y,6095.0,0.4166666666666667,5678.333333333333
LP001882,Male,Yes,3+,Graduate,No,4333.0,1811.0,160.0,360.0,0.0,Urban,Y,6144.0,0.4444444444444444,5699.555555555556
LP001883,Female,No,0,Graduate,No,3418.0,0.0,135.0,360.0,1.0,Rural,N,3418.0,0.375,3043.0
LP001884,Female,No,1,Graduate,No,2876.0,1560.0,90.0,360.0,1.0,Urban,Y,4436.0,0.25,4186.0
LP001888,Female,No,0,Graduate,No,3237.0,0.0,30.0,360.0,1.0,Urban,Y,3237.0,0.08333333333333333,3153.6666666666665
LP001891,Male,Yes,0,Graduate,No,11146.0,0.0,136.0,360.0,1.0,Urban,Y,11146.0,0.37777777777777777,10768.222222222223
LP001892,Male,No,0,Graduate,No,2833.0,1857.0,126.0,360.0,1.0,Rural,Y,4690.0,0.35,4340.0
LP001894,Male,Yes,0,Graduate,No,2620.0,2223.0,150.0,360.0,1.0,Semiurban,Y,4843.0,0.4166666666666667,4426.333333333333
LP001896,Male,Yes,2,Graduate,No,3900.0,0.0,90.0,360.0,1.0,Semiurban,Y,3900.0,0.25,3650.0
LP001900,Male,Yes,1,Graduate,No,2750.0,1842.0,115.0,360.0,1.0,Semiurban,Y,4592.0,0.3194444444444444,4272.555555555556
LP001903,Male,Yes,0,Graduate,No,3993.0,3274.0,207.0,360.0,1.0,Semiurban,Y,7267.0,0.575,6692.0
LP001904,Male,Yes,0,Graduate,No,3103.0,1300.0,80.0,360.0,1.0,Urban,Y,4403.0,0.2222222222222222,4180.777777777777
LP001907,Male,Yes,0,Graduate,No,14583.0,0.0,436.0,360.0,1.0,Semiurban,Y,14583.0,1.211111111111111,13371.888888888889
LP001908,Female,Yes,0,Not Graduate,No,4100.0,0.0,124.0,360.0,1.0,Rural,Y,4100.0,0.34444444444444444,3755.5555555555557
LP001910,Male,No,1,Not Graduate,Yes,4053.0,2426.0,158.0,360.0,0.0,Urban,N,6479.0,0.4388888888888889,6040.111111111111
LP001914,Male,Yes,0,Graduate,No,3927.0,800.0,112.0,360.0,1.0,Semiurban,Y,4727.0,0.3111111111111111,4415.888888888889
LP001915,Male,Yes,2,Graduate,No,2301.0,985.7999878,78.0,180.0,1.0,Urban,Y,3286.7999878,0.43333333333333335,2853.4666544666666
LP001917,Female,No,0,Graduate,No,1811.0,1666.0,54.0,360.0,1.0,Urban,Y,3477.0,0.15,3327.0
LP001922,Male,Yes,0,Graduate,No,20667.0,0.0,128.0,360.0,1.0,Rural,N,20667.0,0.35555555555555557,20311.444444444445
LP001924,Male,No,0,Graduate,No,3158.0,3053.0,89.0,360.0,1.0,Rural,Y,6211.0,0.24722222222222223,5963.777777777777
LP001925,Female,No,0,Graduate,Yes,2600.0,1717.0,99.0,300.0,1.0,Semiurban,N,4317.0,0.33,3987.0
LP001926,Male,Yes,0,Graduate,No,3704.0,2000.0,120.0,360.0,1.0,Rural,Y,5704.0,0.3333333333333333,5370.666666666667
LP001931,Female,No,0,Graduate,No,4124.0,0.0,115.0,360.0,1.0,Semiurban,Y,4124.0,0.3194444444444444,3804.5555555555557
LP001935,Male,No,0,Graduate,No,9508.0,0.0,187.0,360.0,1.0,Rural,Y,9508.0,0.5194444444444445,8988.555555555555
LP001936,Male,Yes,0,Graduate,No,3075.0,2416.0,139.0,360.0,1.0,Rural,Y,5491.0,0.3861111111111111,5104.888888888889
LP001938,Male,Yes,2,Graduate,No,4400.0,0.0,127.0,360.0,0.0,Semiurban,N,4400.0,0.3527777777777778,4047.222222222222
LP001940,Male,Yes,2,Graduate,No,3153.0,1560.0,134.0,360.0,1.0,Urban,Y,4713.0,0.37222222222222223,4340.777777777777
LP001945,Female,No,0,Graduate,No,5417.0,0.0,143.0,480.0,0.0,Urban,N,5417.0,0.29791666666666666,5119.083333333333
LP001947,Male,Yes,0,Graduate,No,2383.0,3334.0,172.0,360.0,1.0,Semiurban,Y,5717.0,0.4777777777777778,5239.222222222223
LP001949,Male,Yes,3+,Graduate,No,4416.0,1250.0,110.0,360.0,1.0,Urban,Y,5666.0,0.3055555555555556,5360.444444444444
LP001953,Male,Yes,1,Graduate,No,6875.0,0.0,200.0,360.0,1.0,Semiurban,Y,6875.0,0.5555555555555556,6319.444444444444
LP001954,Female,Yes,1,Graduate,No,4666.0,0.0,135.0,360.0,1.0,Urban,Y,4666.0,0.375,4291.0
LP001955,Female,No,0,Graduate,No,5000.0,2541.0,151.0,480.0,1.0,Rural,N,7541.0,0.3145833333333333,7226.416666666667
LP001963,Male,Yes,1,Graduate,No,2014.0,2925.0,113.0,360.0,1.0,Urban,N,4939.0,0.3138888888888889,4625.111111111111
LP001964,Male,Yes,0,Not Graduate,No,1800.0,2934.0,93.0,360.0,0.0,Urban,N,4734.0,0.25833333333333336,4475.666666666667
LP001972,Male,Yes,0,Not Graduate,No,2875.0,1750.0,105.0,360.0,1.0,Semiurban,Y,4625.0,0.2916666666666667,4333.333333333333
LP001974,Female,No,0,Graduate,No,5000.0,0.0,132.0,360.0,1.0,Rural,Y,5000.0,0.36666666666666664,4633.333333333333
LP001977,Male,Yes,1,Graduate,No,1625.0,1803.0,96.0,360.0,1.0,Urban,Y,3428.0,0.26666666666666666,3161.3333333333335
LP001978,Male,No,0,Graduate,No,4000.0,2500.0,140.0,360.0,1.0,Rural,Y,6500.0,0.3888888888888889,6111.111111111111
LP001990,Male,No,0,Not Graduate,No,2000.0,0.0,128.0,360.0,1.0,Urban,N,2000.0,0.35555555555555557,1644.4444444444443
LP001993,Female,No,0,Graduate,No,3762.0,1666.0,135.0,360.0,1.0,Rural,Y,5428.0,0.375,5053.0
LP001994,Female,No,0,Graduate,No,2400.0,1863.0,104.0,360.0,0.0,Urban,N,4263.0,0.28888888888888886,3974.1111111111113
LP001996,Male,No,0,Graduate,No,20233.0,0.0,480.0,360.0,1.0,Rural,N,20233.0,1.3333333333333333,18899.666666666668
LP001998,Male,Yes,2,Not Graduate,No,7667.0,0.0,185.0,360.0,1.0,Rural,Y,7667.0,0.5138888888888888,7153.111111111111
LP002002,Female,No,0,Graduate,No,2917.0,0.0,84.0,360.0,1.0,Semiurban,Y,2917.0,0.23333333333333334,2683.6666666666665
LP002004,Male,No,0,Not Graduate,No,2927.0,2405.0,111.0,360.0,1.0,Semiurban,Y,5332.0,0.30833333333333335,5023.666666666667
LP002006,Female,No,0,Graduate,No,2507.0,0.0,56.0,360.0,1.0,Rural,Y,2507.0,0.15555555555555556,2351.4444444444443
LP002008,Male,Yes,2,Graduate,Yes,5746.0,0.0,144.0,84.0,1.0,Rural,Y,5746.0,1.7142857142857142,4031.714285714286
LP002024,Male,Yes,0,Graduate,No,2473.0,1843.0,159.0,360.0,1.0,Rural,N,4316.0,0.44166666666666665,3874.3333333333335
LP002031,Male,Yes,1,Not Graduate,No,3399.0,1640.0,111.0,180.0,1.0,Urban,Y,5039.0,0.6166666666666667,4422.333333333333
LP002035,Male,Yes,2,Graduate,No,3717.0,0.0,120.0,360.0,1.0,Semiurban,Y,3717.0,0.3333333333333333,3383.6666666666665
LP002036,Male,Yes,0,Graduate,No,2058.0,2134.0,88.0,360.0,1.0,Urban,Y,4192.0,0.24444444444444444,3947.5555555555557
LP002043,Female,No,1,Graduate,No,3541.0,0.0,112.0,360.0,1.0,Semiurban,Y,3541.0,0.3111111111111111,3229.8888888888887
LP002050,Male,Yes,1,Graduate,Yes,10000.0,0.0,155.0,360.0,1.0,Rural,N,10000.0,0.4305555555555556,9569.444444444445
LP002051,Male,Yes,0,Graduate,No,2400.0,2167.0,115.0,360.0,1.0,Semiurban,Y,4567.0,0.3194444444444444,4247.555555555556
LP002053,Male,Yes,3+,Graduate,No,4342.0,189.0,124.0,360.0,1.0,Semiurban,Y,4531.0,0.34444444444444444,4186.555555555556
LP002054,Male,Yes,2,Not Graduate,No,3601.0,1590.0,128.0,360.0,1.0,Rural,Y,5191.0,0.35555555555555557,4835.444444444444
LP002055,Female,No,0,Graduate,No,3166.0,2985.0,132.0,360.0,1.0,Rural,Y,6151.0,0.36666666666666664,5784.333333333333
LP002065,Male,Yes,3+,Graduate,No,15000.0,0.0,300.0,360.0,1.0,Rural,Y,15000.0,0.8333333333333334,14166.666666666666
LP002067,Male,Yes,1,Graduate,Yes,8666.0,4983.0,376.0,360.0,0.0,Rural,N,13649.0,1.0444444444444445,12604.555555555555
LP002068,Male,No,0,Graduate,No,4917.0,0.0,130.0,360.0,0.0,Rural,Y,4917.0,0.3611111111111111,4555.888888888889
LP002082,Male,Yes,0,Graduate,Yes,5818.0,2160.0,184.0,360.0,1.0,Semiurban,Y,7978.0,0.5111111111111111,7466.888888888889
LP002086,Female,Yes,0,Graduate,No,4333.0,2451.0,110.0,360.0,1.0,Urban,N,6784.0,0.3055555555555556,6478.444444444444
LP002087,Female,No,0,Graduate,No,2500.0,0.0,67.0,360.0,1.0,Urban,Y,2500.0,0.18611111111111112,2313.8888888888887
LP002097,Male,No,1,Graduate,No,4384.0,1793.0,117.0,360.0,1.0,Urban,Y,6177.0,0.325,5852.0
LP002098,Male,No,0,Graduate,No,2935.0,0.0,98.0,360.0,1.0,Semiurban,Y,2935.0,0.2722222222222222,2662.777777777778
LP002100,Male,No,0,Graduate,No,2833.0,0.0,71.0,360.0,1.0,Urban,Y,2833.0,0.19722222222222222,2635.777777777778
LP002101,Male,Yes,0,Graduate,No,63337.0,0.0,490.0,180.0,1.0,Urban,Y,63337.0,2.7222222222222223,60614.77777777778
LP002103,Male,Yes,1,Graduate,Yes,9833.0,1833.0,182.0,180.0,1.0,Urban,Y,11666.0,1.011111111111111,10654.888888888889
LP002106,Male,Yes,0,Graduate,Yes,5503.0,4490.0,70.0,360.0,1.0,Semiurban,Y,9993.0,0.19444444444444445,9798.555555555555
LP002110,Male,Yes,1,Graduate,No,5250.0,688.0,160.0,360.0,1.0,Rural,Y,5938.0,0.4444444444444444,5493.555555555556
LP002112,Male,Yes,2,Graduate,Yes,2500.0,4600.0,176.0,360.0,1.0,Rural,Y,7100.0,0.4888888888888889,6611.111111111111
LP002113,Female,No,3+,Not Graduate,No,1830.0,0.0,128.0,360.0,0.0,Urban,N,1830.0,0.35555555555555557,1474.4444444444443
LP002114,Female,No,0,Graduate,No,4160.0,0.0,71.0,360.0,1.0,Semiurban,Y,4160.0,0.19722222222222222,3962.777777777778
LP002115,Male,Yes,3+,Not Graduate,No,2647.0,1587.0,173.0,360.0,1.0,Rural,N,4234.0,0.48055555555555557,3753.4444444444443
LP002116,Female,No,0,Graduate,No,2378.0,0.0,46.0,360.0,1.0,Rural,N,2378.0,0.12777777777777777,2250.222222222222
LP002119,Male,Yes,1,Not Graduate,No,4554.0,1229.0,158.0,360.0,1.0,Urban,Y,5783.0,0.4388888888888889,5344.111111111111
LP002126,Male,Yes,3+,Not Graduate,No,3173.0,0.0,74.0,360.0,1.0,Semiurban,Y,3173.0,0.20555555555555555,2967.4444444444443
LP002128,Male,Yes,2,Graduate,No,2583.0,2330.0,125.0,360.0,1.0,Rural,Y,4913.0,0.3472222222222222,4565.777777777777
LP002129,Male,Yes,0,Graduate,No,2499.0,2458.0,160.0,360.0,1.0,Semiurban,Y,4957.0,0.4444444444444444,4512.555555555556
LP002130,Male,Yes,0,Not Graduate,No,3523.0,3230.0,152.0,360.0,0.0,Rural,N,6753.0,0.4222222222222222,6330.777777777777
LP002131,Male,Yes,2,Not Graduate,No,3083.0,2168.0,126.0,360.0,1.0,Urban,Y,5251.0,0.35,4901.0
LP002137,Male,Yes,0,Graduate,No,6333.0,4583.0,259.0,360.0,1.0,Semiurban,Y,10916.0,0.7194444444444444,10196.555555555555
LP002138,Male,Yes,0,Graduate,No,2625.0,6250.0,187.0,360.0,1.0,Rural,Y,8875.0,0.5194444444444445,8355.555555555555
LP002139,Male,Yes,0,Graduate,No,9083.0,0.0,228.0,360.0,1.0,Semiurban,Y,9083.0,0.6333333333333333,8449.666666666666
LP002140,Male,No,0,Graduate,No,8750.0,4167.0,308.0,360.0,1.0,Rural,N,12917.0,0.8555555555555555,12061.444444444445
LP002141,Male,Yes,3+,Graduate,No,2666.0,2083.0,95.0,360.0,1.0,Rural,Y,4749.0,0.2638888888888889,4485.111111111111
LP002142,Female,Yes,0,Graduate,Yes,5500.0,0.0,105.0,360.0,0.0,Rural,N,5500.0,0.2916666666666667,5208.333333333333
LP002143,Female,Yes,0,Graduate,No,2423.0,505.0,130.0,360.0,1.0,Semiurban,Y,2928.0,0.3611111111111111,2566.8888888888887
LP002144,Female,No,0,Graduate,No,3813.0,0.0,116.0,180.0,1.0,Urban,Y,3813.0,0.6444444444444445,3168.5555555555557
LP002149,Male,Yes,2,Graduate,No,8333.0,3167.0,165.0,360.0,1.0,Rural,Y,11500.0,0.4583333333333333,11041.666666666666
LP002151,Male,Yes,1,Graduate,No,3875.0,0.0,67.0,360.0,1.0,Urban,N,3875.0,0.18611111111111112,3688.8888888888887
LP002158,Male,Yes,0,Not Graduate,No,3000.0,1666.0,100.0,480.0,0.0,Urban,N,4666.0,0.20833333333333334,4457.666666666667
LP002160,Male,Yes,3+,Graduate,No,5167.0,3167.0,200.0,360.0,1.0,Semiurban,Y,8334.0,0.5555555555555556,7778.444444444444
LP002161,Female,No,1,Graduate,No,4723.0,0.0,81.0,360.0,1.0,Semiurban,N,4723.0,0.225,4498.0
LP002170,Male,Yes,2,Graduate,No,5000.0,3667.0,236.0,360.0,1.0,Semiurban,Y,8667.0,0.6555555555555556,8011.444444444444
LP002175,Male,Yes,0,Graduate,No,4750.0,2333.0,130.0,360.0,1.0,Urban,Y,7083.0,0.3611111111111111,6721.888888888889
LP002178,Male,Yes,0,Graduate,No,3013.0,3033.0,95.0,300.0,1.0,Urban,Y,6046.0,0.31666666666666665,5729.333333333333
LP002180,Male,No,0,Graduate,Yes,6822.0,0.0,141.0,360.0,1.0,Rural,Y,6822.0,0.39166666666666666,6430.333333333333
LP002181,Male,No,0,Not Graduate,No,6216.0,0.0,133.0,360.0,1.0,Rural,N,6216.0,0.36944444444444446,5846.555555555556
LP002187,Male,No,0,Graduate,No,2500.0,0.0,96.0,480.0,1.0,Semiurban,N,2500.0,0.2,2300.0
LP002188,Male,No,0,Graduate,No,5124.0,0.0,124.0,360.0,0.0,Rural,N,5124.0,0.34444444444444444,4779.555555555556
LP002190,Male,Yes,1,Graduate,No,6325.0,0.0,175.0,360.0,1.0,Semiurban,Y,6325.0,0.4861111111111111,5838.888888888889
LP002191,Male,Yes,0,Graduate,No,19730.0,5266.0,570.0,360.0,1.0,Rural,N,24996.0,1.5833333333333333,23412.666666666668
LP002194,Female,No,0,Graduate,Yes,15759.0,0.0,55.0,360.0,1.0,Semiurban,Y,15759.0,0.1527777777777778,15606.222222222223
LP002197,Male,Yes,2,Graduate,No,5185.0,0.0,155.0,360.0,1.0,Semiurban,Y,5185.0,0.4305555555555556,4754.444444444444
LP002201,Male,Yes,2,Graduate,Yes,9323.0,7873.0,380.0,300.0,1.0,Rural,Y,17196.0,1.2666666666666666,15929.333333333334
LP002205,Male,No,1,Graduate,No,3062.0,1987.0,111.0,180.0,0.0,Urban,N,5049.0,0.6166666666666667,4432.333333333333
LP002209,Female,No,0,Graduate,No,2764.0,1459.0,110.0,360.0,1.0,Urban,Y,4223.0,0.3055555555555556,3917.4444444444443
LP002211,Male,Yes,0,Graduate,No,4817.0,923.0,120.0,180.0,1.0,Urban,Y,5740.0,0.6666666666666666,5073.333333333333
LP002219,Male,Yes,3+,Graduate,No,8750.0,4996.0,130.0,360.0,1.0,Rural,Y,13746.0,0.3611111111111111,13384.888888888889
LP002223,Male,Yes,0,Graduate,No,4310.0,0.0,130.0,360.0,1.0,Semiurban,Y,4310.0,0.3611111111111111,3948.8888888888887
LP002224,Male,No,0,Graduate,No,3069.0,0.0,71.0,480.0,1.0,Urban,N,3069.0,0.14791666666666667,2921.0833333333335
LP002225,Male,Yes,2,Graduate,No,5391.0,0.0,130.0,360.0,1.0,Urban,Y,5391.0,0.3611111111111111,5029.888888888889
LP002226,Male,Yes,0,Graduate,No,3333.0,2500.0,128.0,360.0,1.0,Semiurban,Y,5833.0,0.35555555555555557,5477.444444444444
LP002229,Male,No,0,Graduate,No,5941.0,4232.0,296.0,360.0,1.0,Semiurban,Y,10173.0,0.8222222222222222,9350.777777777777
LP002231,Female,No,0,Graduate,No,6000.0,0.0,156.0,360.0,1.0,Urban,Y,6000.0,0.43333333333333335,5566.666666666667
LP002234,Male,No,0,Graduate,Yes,7167.0,0.0,128.0,360.0,1.0,Urban,Y,7167.0,0.35555555555555557,6811.444444444444
LP002236,Male,Yes,2,Graduate,No,4566.0,0.0,100.0,360.0,1.0,Urban,N,4566.0,0.2777777777777778,4288.222222222223
LP002237,Male,No,1,Graduate,No,3667.0,0.0,113.0,180.0,1.0,Urban,Y,3667.0,0.6277777777777778,3039.222222222222
LP002239,Male,No,0,Not Graduate,No,2346.0,1600.0,132.0,360.0,1.0,Semiurban,Y,3946.0,0.36666666666666664,3579.3333333333335
LP002243,Male,Yes,0,Not Graduate,No,3010.0,3136.0,128.0,360.0,0.0,Urban,N,6146.0,0.35555555555555557,5790.444444444444
